property_type,society,sector,price_in_cr,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,servant room,study room,pooja room,store room,others,furnishing_type,luxury_score,area_bedroom_ratio
flat,emaar palm gardens,sector 83,1.4,8139.01,1720.11,Super Built up area 1720(159.79 sq.m.)Carpet area: 1095.3 sq.ft. (101.76 sq.m.),3,3,3,2.0,north-west,relatively new,1720.0,,1095.33,1,1,1,1,0,0,154.0,573.37
flat,sobha city,sector 108,1.9,13758.05,1381.01,Super Built up area 1381(128.3 sq.m.),2,2,2,8.0,east,relatively new,1381.0,,,0,0,0,0,0,1,84.0,690.505
house,independent,sector 47,5.25,11665.99,4500.26,Plot area 1944(180.6 sq.m.)Built Up area: 4650 sq.ft. (432 sq.m.)Carpet area: 4500 sq.ft. (418.06 sq.m.),9,9,3+,4.0,East,relatively new,,4650.0,4500.0,1,0,0,0,0,0,112.0,500.0288888888889
flat,kiran residency,sector 56,1.54,8324.01,1850.07,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3,4,3+,5.0,south,old,2000.0,1900.0,1850.0,1,0,0,0,0,0,77.0,616.6899999999999
flat,shree vardhman flora,sector 90,0.7,5177.02,1352.13,Carpet area: 1352 (125.6 sq.m.),2,3,2,7.0,north,relatively new,,,1352.0,0,1,0,0,0,0,24.0,676.065
flat,signature andour heights,sector 71,0.59,8427.97,700.05,Super Built up area 700(65.03 sq.m.)Built Up area: 639 sq.ft. (59.37 sq.m.)Carpet area: 540.89 sq.ft. (50.25 sq.m.),2,2,1,6.0,north-east,relatively old,700.0,639.0,540.89,0,0,0,0,0,1,44.0,350.025
flat,vatika the seven lamps,sector 82,1.28,6818.99,1877.11,Super Built up area 1877(174.38 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,3,3,3.0,north,relatively new,1877.0,1800.0,1500.0,0,1,0,0,0,0,139.0,625.7033333333333
flat,chd avenue,sector 71,1.32,6018.99,2193.06,Super Built up area 2193(203.74 sq.m.),4,4,3,14.0,south,relatively old,2193.0,,,1,0,0,0,0,1,54.0,548.265
house,emaar mgf marbella,sector 66,8.7,38667.01,2249.98,Plot area 250(209.03 sq.m.)Built Up area: 267 sq.yards (223.25 sq.m.),4,5,2,3.0,East,new,,267.0,,1,1,0,0,0,1,128.0,562.495
flat,dlf the ultima,sector 81,2.26,10760.98,2100.18,Super Built up area 2100(195.1 sq.m.),3,4,3+,17.0,west,new,2100.0,,,1,0,0,0,0,2,149.0,700.06
house,unitech uniworld resorts,sector 33,8.0,17778.01,4499.94,Built Up area: 500 (418.06 sq.m.),6,5,3+,4.0,,undefined,,500.0,,0,0,0,0,0,1,,749.9899999999999
flat,ambience creacions,sector 22,4.63,14982.99,3090.17,Super Built up area 3090(287.07 sq.m.),3,5,3+,5.0,north-east,new,3090.0,,,1,0,0,0,1,1,124.0,1030.0566666666666
flat,ss the leaf,sector 85,1.87,7780.0,2403.6,Super Built up area 2408(223.71 sq.m.)Built Up area: 2225 sq.ft. (206.71 sq.m.)Carpet area: 2175 sq.ft. (202.06 sq.m.),3,4,3,7.0,north-east,relatively new,2408.0,2225.0,2175.0,0,0,0,0,0,1,24.0,801.1999999999999
flat,m3m the marina,sector 68,1.0,12500.0,800.0,Carpet area: 800 (74.32 sq.m.),2,2,3,21.0,,relatively new,,,800.0,0,0,0,0,0,1,34.0,400.0
flat,shapoorji pallonji joyville gurugram,sector 102,2.4,10545.0,2275.96,Super Built up area 2162(200.86 sq.m.),4,4,3+,15.0,north-east,relatively new,2162.0,,,0,0,0,0,0,1,89.0,568.99
flat,sobha city,sector 108,2.33,14462.98,1611.01,Built Up area: 1711 (158.96 sq.m.)Carpet area: 1611 sq.ft. (149.67 sq.m.),3,3,3,17.0,north-east,relatively new,,1711.0,1611.0,0,0,0,1,0,0,136.0,537.0033333333333
flat,m3m skywalk,sector 74,1.5,10713.98,1400.04,Carpet area: 1400 (130.06 sq.m.),2,2,1,8.0,,new,,,1400.0,0,0,0,0,0,1,18.0,700.02
flat,smartworld 1dxp,sector 113,2.75,10589.02,2597.03,Carpet area: 2597 (241.27 sq.m.),4,4,3+,20.0,east,under construction,,,2597.0,1,1,1,0,0,2,30.0,649.2575
flat,dlf regal gardens,sector 90,1.26,7403.01,1702.01,Super Built up area 1702(158.12 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,3,3,6.0,north-east,relatively new,1702.0,,1500.0,0,0,0,0,1,0,16.0,567.3366666666667
flat,gls avenue 51,sector 92,0.21,6952.95,302.03,Carpet area: 302 (28.06 sq.m.),1,1,1,0.0,south-east,relatively new,,,302.0,0,0,0,0,0,1,52.0,302.03
flat,dnha cghs,sector 1,0.85,3864.01,2199.79,Built Up area: 2200 (204.39 sq.m.),3,3,0,5.0,,undefined,,2200.0,,0,0,0,0,0,1,,733.2633333333333
flat,chd avenue,sector 71,1.25,7171.01,1743.13,Super Built up area 1743(161.93 sq.m.),3,4,2,7.0,east,relatively new,1743.0,,,1,0,0,0,0,0,135.0,581.0433333333334
flat,ss the leaf,sector 85,1.78,7392.0,2408.01,Super Built up area 2408(223.71 sq.m.),3,4,3+,6.0,west,new,2408.0,,,0,0,0,1,0,1,100.0,802.6700000000001
flat,sushant lok 1 builder floors,sector 43,2.5,12920.03,1934.98,Super Built up area 215(179.77 sq.m.),3,3,2,2.0,,new,215.0,,,0,0,0,0,0,1,,644.9933333333333
flat,shapoorji pallonji joyville gurugram,sector 102,1.95,17284.94,1128.15,Super Built up area 1852(172.06 sq.m.)Carpet area: 1128.09 sq.ft. (104.8 sq.m.),3,3,3,12.0,north-east,new,1852.0,,1128.06,0,0,0,1,0,1,55.0,376.05
flat,orris aster court premier,sector 85,1.5,5859.01,2560.16,Super Built up area 2560(237.83 sq.m.)Built Up area: 2017 sq.ft. (187.39 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4,5,3+,6.0,west,new,2560.0,2017.0,1800.0,1,0,0,0,0,0,15.0,640.04
flat,shapoorji pallonji joyville gurugram,sector 102,2.0,17728.92,1128.1,Super Built up area 1852(172.06 sq.m.)Built Up area: 1456 sq.ft. (135.27 sq.m.)Carpet area: 1128.09 sq.ft. (104.8 sq.m.),3,3,3+,1.0,south,relatively new,1852.0,1456.0,1128.06,0,0,0,1,0,1,120.0,376.0333333333333
house,independent,sector 17,7.2,15926.0,4520.91,Plot area 420,4,4,2,1.0,,old,,4494.0,,1,0,0,1,0,1,7.0,1130.2275
house,independent,sector 25,7.3,12586.21,5800.0,Plot area 215(179.77 sq.m.)Built Up area: 5800 sq.yards (4849.54 sq.m.)Carpet area: 5200 sq.yards (4347.86 sq.m.),9,9,2,3.0,North-West,relatively new,,5800.0,5200.0,1,0,0,1,0,0,84.0,644.4444444444445
flat,shapoorji pallonji joyville gurugram,sector 102,1.2,14562.93,824.01,Super Built up area 1359(126.26 sq.m.)Carpet area: 824 sq.ft. (76.55 sq.m.),2,2,3,0.0,north-east,relatively new,1359.0,,824.0,0,0,0,0,0,1,24.0,412.005
flat,apartment,sector 92,0.75,4687.0,1600.17,Carpet area: 1600 (148.64 sq.m.),3,4,3,2.0,east,relatively old,,,1600.0,0,1,0,0,0,1,89.0,533.39
flat,shree vardhman victoria,sector 70,1.15,8518.01,1350.08,Super Built up area 1350(125.42 sq.m.),2,2,3,8.0,south-east,relatively new,1350.0,,,0,1,0,0,1,1,24.0,675.04
flat,m3m capital,sector 113,2.0,12012.01,1665.0,Super Built up area 1665(154.68 sq.m.),3,3,2,24.0,,under construction,1665.0,,,0,0,0,0,0,1,39.0,555.0
house,palam vihar extension west zone rwa,sector 2,0.65,5777.01,1125.15,Plot area 1125(104.52 sq.m.),2,2,1,1.0,North,relatively old,,1125.0,,0,0,0,1,0,1,17.0,562.575
flat,central park resorts,sector 48,9.3,24926.03,3731.04,Super Built up area 3931(365.2 sq.m.)Built Up area: 3831 sq.ft. (355.91 sq.m.)Carpet area: 3731 sq.ft. (346.62 sq.m.),4,4,3+,10.0,north-east,relatively old,3931.0,3831.0,3731.0,1,1,1,1,0,0,60.0,932.76
flat,m3m heights,sector 65,2.44,13299.97,1834.59,Super Built up area 1828(169.83 sq.m.),3,3,2,7.0,,under construction,1828.0,,,0,0,0,0,0,1,38.0,611.53
flat,assotech blith,sector 99,0.92,6738.99,1365.19,Super Built up area 1365(126.81 sq.m.),2,2,3+,22.0,,under construction,1365.0,,,0,0,0,0,0,1,41.0,682.595
house,ansals palam vihar,sector 2,2.75,17661.94,1557.02,Plot area 173(144.65 sq.m.),3,3,3,2.0,,relatively old,,1557.0,,0,1,1,0,0,0,12.0,519.0066666666667
flat,experion windchants,sector 112,3.1,20665.98,1500.05,Carpet area: 1500 (139.35 sq.m.),2,2,3,9.0,,relatively new,,,1500.0,1,1,0,1,0,0,68.0,750.025
flat,la vida by tata housing,sector 113,2.78,10334.0,2690.15,Super Built up area 2690(249.91 sq.m.)Built Up area: 2350 sq.ft. (218.32 sq.m.)Carpet area: 2170 sq.ft. (201.6 sq.m.),3,4,3+,5.0,north-east,relatively new,2690.0,2350.0,2170.0,1,0,0,0,0,1,151.0,896.7166666666667
flat,puri emerald bay,sector 104,1.8,8823.01,2040.12,Super Built up area 1700(157.94 sq.m.),2,3,3,23.0,,new,1700.0,,,1,0,0,0,0,1,33.0,1020.06
flat,sapphire eighty three,sector 83,0.65,9285.98,699.98,Built Up area: 700 (65.03 sq.m.),1,1,0,6.0,,undefined,,700.0,,0,0,0,0,0,1,,699.98
flat,dlf new town heights,sector 86,1.26,6113.0,2061.18,Super Built up area 1930(179.3 sq.m.),3,3,3,5.0,west,relatively old,1930.0,,,1,0,0,0,1,1,85.0,687.06
flat,ss the leaf,sector 85,2.0,6578.0,3040.44,Super Built up area 2812(261.24 sq.m.),4,5,3+,1.0,south-east,relatively new,2812.0,,,1,0,0,1,0,1,85.0,760.11
flat,raheja the vedaanta floors,sector 108,0.7,4521.0,1548.33,Carpet area: 1548 (143.81 sq.m.),2,2,3,1.0,,relatively old,,,1548.0,0,0,0,0,0,0,,774.165
flat,m3m woodshire,sector 107,1.45,6141.0,2361.18,Super Built up area 2361(219.34 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.),3,4,3+,7.0,south,relatively new,2361.0,1900.0,,1,0,0,0,0,1,49.0,787.06
flat,umang monsoon breeze,sector 78,0.88,4746.01,1854.19,Super Built up area 1854(172.24 sq.m.)Built Up area: 1668 sq.ft. (154.96 sq.m.)Carpet area: 1501 sq.ft. (139.45 sq.m.),3,4,3,8.0,north-west,relatively old,1854.0,1668.0,1501.0,1,0,1,0,0,1,91.0,618.0633333333334
flat,sare crescent parc,sector 92,0.8,4209.99,1900.24,Super Built up area 1900(176.52 sq.m.),4,3,2,10.0,east,relatively new,1900.0,,,0,0,0,0,1,1,33.0,475.06
flat,suncity platinum towers,sector 28,6.2,23090.99,2685.03,Super Built up area 2685(249.44 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1900 sq.ft. (176.52 sq.m.),3,4,3+,21.0,south,relatively new,2685.0,2000.0,1900.0,1,0,0,0,0,0,142.0,895.0100000000001
flat,central park flower valley aqua front towers,sector 47,2.0,11178.99,1789.07,Super Built up area 1789(166.2 sq.m.),3,3,3+,8.0,north-east,new,1789.0,,,0,0,0,0,0,1,23.0,596.3566666666667
flat,signature global grand iva,sector 103,0.3,8290.04,361.88,Carpet area: 361.88 (33.62 sq.m.),1,2,2,5.0,,new,,,361.88,0,0,0,0,0,1,21.0,361.88
flat,m3m merlin,sector 67,3.4,14418.02,2358.16,Super Built up area 2358(219.07 sq.m.)Carpet area: 1708 sq.ft. (158.68 sq.m.),3,4,3,16.0,north-west,relatively new,2358.0,,1708.0,1,0,0,0,0,0,154.0,786.0533333333333
flat,antriksh heights,sector 84,0.49,4355.01,1125.14,Super Built up area 1125(104.52 sq.m.),2,2,2,16.0,east,relatively new,1125.0,,,0,0,0,0,0,1,66.0,562.57
flat,ats kocoon,sector 109,1.7,12878.01,1320.08,Super Built up area 1745(162.12 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1320 sq.ft. (122.63 sq.m.),3,3,3,22.0,east,relatively new,1745.0,1550.0,1320.0,0,0,0,0,0,1,77.0,440.02666666666664
flat,unitech uniworld gardens,sector 47,1.05,10530.96,997.06,Carpet area: 997 (92.62 sq.m.),2,2,2,3.0,north-east,relatively new,,,997.0,0,0,0,0,0,0,14.0,498.53
flat,conscient heritage max,sector 102,2.2,10236.99,2149.07,Super Built up area 2149(199.65 sq.m.),3,4,3+,9.0,south-east,relatively old,2149.0,,,1,1,0,0,0,1,101.0,716.3566666666667
flat,vatika gurgaon,sector 83,1.15,5807.99,1980.03,Super Built up area 1980(183.95 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1308 sq.ft. (121.52 sq.m.),3,3,2,3.0,south,relatively new,1980.0,1350.0,1308.0,1,1,1,1,0,0,141.0,660.01
house,independent,sector 54,3.51,12341.99,2843.95,Plot area 316(264.22 sq.m.),4,4,3,4.0,North,new,,2844.0,,1,0,0,0,0,1,57.0,710.9875
flat,dlf the ultima,sector 81,2.3,14602.99,1575.02,Super Built up area 2100(195.1 sq.m.)Carpet area: 1575 sq.ft. (146.32 sq.m.),3,4,3+,27.0,east,relatively new,2100.0,,1575.0,1,0,0,0,0,0,96.0,525.0066666666667
flat,sare petioles,sector 92,1.3,6372.99,2039.86,Built Up area: 2040 (189.52 sq.m.),4,4,0,7.0,,undefined,,2040.0,,0,0,0,0,0,1,,509.965
flat,paras dews,sector 106,1.15,7419.02,1550.07,Super Built up area 1760(163.51 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,3,3,11.0,north-east,relatively new,1760.0,1650.0,1550.0,1,0,1,0,0,0,151.0,516.6899999999999
flat,tulip petals,sector 89,1.1,7097.0,1549.95,Built Up area: 1550 (144 sq.m.)Carpet area: 1320 sq.ft. (122.63 sq.m.),3,2,3,4.0,,undefined,,1550.0,1320.0,0,0,0,0,0,1,,516.65
flat,ramsons kshitij,sector 95,0.22,6470.02,340.03,Super Built up area 340(31.59 sq.m.),1,1,1,2.0,,new,340.0,,,0,0,0,0,0,1,,340.03
flat,godrej,sector 79,1.12,7146.0,1567.31,Super Built up area 1572(146.04 sq.m.)Built Up area: 1325 sq.ft. (123.1 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,6.0,north-east,relatively new,1572.0,1325.0,1200.0,0,1,0,0,0,1,24.0,783.655
flat,signature global city 63a,sector 63,1.55,14783.02,1048.5,Carpet area: 1050 (97.55 sq.m.),2,2,2,2.0,,under construction,,,1050.0,0,0,0,0,0,1,,524.25
flat,shapoorji pallonji joyville gurugram,sector 102,1.25,9876.04,1265.69,Super Built up area 1215(112.88 sq.m.),2,2,2,0.0,east,relatively new,1215.0,,,0,0,0,0,0,1,60.0,632.845
house,satya the hermitage,sector 103,3.15,6702.0,4700.09,Built Up area: 4700 (436.64 sq.m.),4,5,0,12.0,East,undefined,,4700.0,,0,0,0,0,0,1,59.0,1175.0225
flat,bestech park view residency,sector 2,1.55,8071.99,1920.22,Super Built up area 1920(178.37 sq.m.),3,4,3+,4.0,east,old,1920.0,,,1,0,0,0,0,1,77.0,640.0733333333334
flat,ansal heights 86,sector 86,0.78,5735.0,1360.07,Built Up area: 1360 (126.35 sq.m.),2,2,2,8.0,north,new,,1360.0,,0,0,0,0,0,1,51.0,680.035
house,suncity township,sector 54,2.0,3440.88,5812.47,Plot area 60Built Up area: 60 sq.m.Carpet area: 59 sq.m.,9,9,3,11.0,North,relatively new,,60.0,59.0,1,0,0,0,0,2,3.0,645.83
flat,ansal housing highland park,sector 103,1.1,6241.98,1762.26,Super Built up area 1762(163.7 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3,3,3+,7.0,north-east,new,1762.0,1500.0,1300.0,0,0,0,0,0,1,67.0,587.42
flat,signature the roselia,sector 95,0.45,7908.06,569.04,Carpet area: 569 (52.86 sq.m.),2,2,2,2.0,east,new,,,569.0,0,0,0,0,0,0,20.0,284.52
flat,sare crescent parc,sector 92,0.49,4908.98,998.17,Carpet area: 998 (92.72 sq.m.),2,2,2,2.0,,relatively new,,,998.0,0,0,0,0,0,1,64.0,499.085
flat,krisumi waterfall residences,sector 36,3.65,14381.01,2538.07,Super Built up area 2538(235.79 sq.m.),3,3,2,17.0,east,new,2538.0,,,0,0,0,0,0,1,16.0,846.0233333333334
flat,alpha corp gurgaonone,sector 84,2.2,7586.0,2900.08,Carpet area: 2900 (269.42 sq.m.),4,4,3,10.0,south,relatively new,,,2900.0,1,0,0,0,0,1,13.0,725.02
flat,sare crescent parc royal greens phase 1,sector 92,0.95,5007.01,1897.34,Super Built up area 1897(176.24 sq.m.),4,5,3+,4.0,,relatively old,1897.0,,,1,0,0,0,0,1,18.0,474.335
flat,m3m skycity,sector 65,2.8,15317.04,1828.03,Built Up area: 1828 (169.83 sq.m.),3,3,0,14.0,,undefined,,1828.0,,0,0,0,0,0,1,62.0,609.3433333333334
house,palam vihar extension west zone rwa,sector 2,0.35,6481.0,540.04,Plot area 600(55.74 sq.m.)Carpet area: 540 sq.ft. (50.17 sq.m.),2,2,0,1.0,North-East,new,,,540.0,0,0,0,0,0,1,,270.02
flat,ramsons kshitij,sector 95,0.33,3911.02,843.77,Super Built up area 767(71.26 sq.m.),2,2,1,14.0,south,new,767.0,,,0,0,0,0,1,0,47.0,421.885
flat,central park resorts,sector 48,5.15,20900.04,2464.11,Super Built up area 2464(228.91 sq.m.)Built Up area: 2364 sq.ft. (219.62 sq.m.)Carpet area: 2264 sq.ft. (210.33 sq.m.),3,3,3+,8.0,north-west,relatively old,2464.0,2364.0,2264.0,1,0,0,0,0,2,55.0,821.37
flat,ramsons kshitij,sector 95,0.35,5495.02,636.94,Built Up area: 637 (59.18 sq.m.),2,2,0,5.0,,undefined,,637.0,,0,0,0,0,0,1,,318.47
flat,indiabulls enigma,sector 110,3.7,10882.0,3400.11,Super Built up area 3400(315.87 sq.m.),4,5,3,7.0,south-west,relatively new,3400.0,,,1,0,0,0,0,1,133.0,850.0275
flat,smart world orchard,sector 61,1.41,12250.0,1151.02,Built Up area: 1150 (106.84 sq.m.),2,2,2,2.0,,under construction,,1150.0,,0,1,0,0,0,1,55.0,575.51
flat,imperia aashiyara,sector 37,0.4,5882.01,680.04,Carpet area: 680 (63.17 sq.m.),2,2,3,3.0,,under construction,,,680.0,0,0,0,0,0,1,104.0,340.02
flat,sare crescent parc royal greens phase 1,sector 92,0.75,4325.01,1734.1,Built Up area: 1734 (161.09 sq.m.),4,4,3+,3.0,east,relatively new,,1734.0,,0,0,0,0,0,1,64.0,433.525
house,unitech uniworld resorts,sector 33,11.5,24573.02,4679.93,Plot area 520(434.79 sq.m.),5,6,3+,4.0,East,relatively new,,4680.0,,1,0,0,0,0,1,70.0,935.9860000000001
flat,m3m woodshire,sector 107,1.65,5959.99,2768.46,Super Built up area 2768(257.16 sq.m.),4,5,3+,12.0,north-west,relatively new,2768.0,,,1,0,0,0,0,1,13.0,692.115
flat,mapsko royale ville,sector 82,1.12,8000.0,1400.0,Super Built up area 1790(166.3 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,4,2,6.0,north-west,relatively new,1790.0,1500.0,1400.0,1,0,1,0,0,0,151.0,466.6666666666667
flat,paras dews,sector 106,0.88,6353.01,1385.17,Super Built up area 1385(128.67 sq.m.)Built Up area: 940 sq.ft. (87.33 sq.m.)Carpet area: 845 sq.ft. (78.5 sq.m.),2,2,3+,1.0,south,relatively new,1385.0,940.0,845.0,0,0,0,0,0,1,24.0,692.585
flat,ramprastha primera,sector 37,1.08,6000.0,1800.0,Super Built up area 1800(167.23 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,3,9.0,south,relatively new,1800.0,1700.0,1600.0,0,0,0,0,0,1,136.0,600.0
flat,imperia elvedor,sector 37,0.55,8220.98,669.02,Built Up area: 669 (62.15 sq.m.),1,1,0,5.0,,undefined,,669.0,,0,0,0,0,0,1,,669.02
flat,pioneer araya,sector 62,9.14,19487.98,4690.07,Super Built up area 4690(435.72 sq.m.)Carpet area: 3258 sq.ft. (302.68 sq.m.),4,6,3,16.0,east,relatively new,4690.0,,3258.0,1,1,0,1,0,0,130.0,1172.5175
flat,emaar digihomes,sector 62,4.25,26562.0,1600.03,Carpet area: 1600 (148.64 sq.m.),3,3,3,8.0,,under construction,,,1600.0,0,1,0,0,0,1,20.0,533.3433333333334
flat,ansal heights 86,sector 86,0.9,5325.0,1690.14,Built Up area: 1690 (157.01 sq.m.),3,3,2,10.0,,new,,1690.0,,0,0,0,0,0,1,15.0,563.38
house,independent,sector 26,7.0,39264.96,1782.76,Plot area 1782.72(165.62 sq.m.),5,5,2,3.0,North-East,relatively new,,1782.72,,1,0,0,0,0,1,9.0,356.552
flat,rof ananda,sector 95,0.25,6578.08,380.05,Super Built up area 380(35.3 sq.m.),1,1,1,4.0,,new,380.0,,,0,0,0,0,0,1,,380.05
flat,smart world gems,sector 89,1.1,9971.99,1103.09,Built Up area: 1103 (102.47 sq.m.),3,1,0,0.0,,undefined,,1103.0,,0,0,0,0,0,1,58.0,367.69666666666666
house,unitech nirvana birch court,sector 50,11.95,36882.94,3239.98,Plot area 360(301.01 sq.m.),3,3,2,1.0,West,relatively old,,3240.0,,1,1,0,0,0,1,94.0,1079.9933333333333
flat,mvn athens,sector 47,0.24,7055.92,340.14,Carpet area: 340.09 (31.6 sq.m.),1,1,1,12.0,west,relatively new,,,340.14,0,0,0,0,0,1,48.0,340.14
flat,tulip violet,sector 69,1.7,8432.0,2016.13,Super Built up area 2010(186.74 sq.m.),4,4,2,10.0,south,new,2010.0,,,0,0,0,0,0,1,103.0,504.0325
flat,dlf the ultima,sector 81,2.21,10364.98,2132.18,Super Built up area 2132(198.07 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3,3,3+,3.0,south,relatively new,2132.0,,1650.0,1,0,0,0,0,2,108.0,710.7266666666666
house,independent,sector 25,16.0,26666.98,5999.93,Built Up area: 6000 (557.42 sq.m.),6,5,2,3.0,East,relatively new,,6000.0,,0,0,0,0,0,1,,999.9883333333333
flat,today callidora,sector 73,0.9,5547.99,1622.21,Built Up area: 1622 (150.69 sq.m.),3,3,3,3.0,east,under construction,,1622.0,,1,0,0,0,0,1,51.0,540.7366666666667
flat,signature andour heights,sector 71,0.6,10000.0,600.0,Super Built up area 600(55.74 sq.m.)Carpet area: 514 sq.ft. (47.75 sq.m.),2,2,1,5.0,south-west,relatively new,600.0,,514.0,0,0,1,0,0,1,41.0,300.0
flat,godrej oasis,sector 88,1.3,7257.99,1791.13,Carpet area: 1791 (166.39 sq.m.),3,3,3+,4.0,north-west,relatively new,,,1791.0,0,0,0,0,0,1,54.0,597.0433333333334
flat,puri diplomatic greens,sector 111,5.25,11665.99,4500.26,Super Built up area 4500(418.06 sq.m.),4,6,3+,7.0,east,relatively new,4500.0,,,1,0,0,0,0,0,113.0,1125.065
flat,la vida by tata housing,sector 113,1.9,18499.95,1027.03,Super Built up area 1579(146.69 sq.m.)Carpet area: 1027 sq.ft. (95.41 sq.m.),3,2,2,10.0,north-east,relatively new,1579.0,,1027.0,0,0,1,0,0,0,151.0,342.3433333333333
house,independent,sector 89,3.0,11110.99,2700.03,Carpet area: 2700 (250.84 sq.m.),4,4,0,1.0,,undefined,,,2700.0,0,0,0,0,0,1,,675.0075
flat,the lions cghs,sector 56,2.1,8750.0,2400.0,Super Built up area 2400(222.97 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3,4,3+,8.0,west,old,2400.0,2200.0,2000.0,0,0,0,0,1,0,144.0,800.0
flat,aipl the peaceful homes,sector 70,2.6,12009.02,2165.04,Carpet area: 2165 (201.14 sq.m.),3,2,2,12.0,,relatively old,,,2165.0,1,0,0,0,0,1,55.0,721.68
flat,tulip violet,sector 69,1.75,8881.99,1970.28,Super Built up area 1970(183.02 sq.m.),4,4,1,12.0,north-west,relatively new,1970.0,,,0,0,0,0,0,1,77.0,492.57
flat,ambience creacions,sector 22,3.2,11499.99,2782.61,Super Built up area 2781(258.36 sq.m.),3,4,3+,2.0,north-east,new,2781.0,,,0,0,0,0,0,1,22.0,927.5366666666667
flat,tarc maceo,sector 91,1.4,7407.02,1890.1,Super Built up area 1890(175.59 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,3+,7.0,north,relatively new,1890.0,1700.0,1600.0,0,0,0,0,0,1,48.0,630.0333333333333
flat,sare crescent parc,sector 92,0.8,6033.0,1326.04,Carpet area: 1326 (123.19 sq.m.),3,2,2,3.0,north-east,relatively new,,,1326.0,0,0,0,0,0,1,10.0,442.0133333333333
flat,shree arihant apartment,sector 54,1.55,8611.02,1800.02,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,3,3.0,north-east,relatively old,2000.0,1900.0,1800.0,1,0,0,0,0,0,90.0,600.0066666666667
flat,g l s arawali homes,sector 47,0.26,4513.03,576.11,Super Built up area 576(53.51 sq.m.),2,2,2,1.0,,relatively old,576.0,,,0,0,0,0,0,1,,288.055
flat,m3m latitude,sector 65,4.7,19746.99,2380.11,Super Built up area 2380(221.11 sq.m.)Carpet area: 1231 sq.ft. (114.36 sq.m.),3,3,3+,9.0,north-east,relatively new,2380.0,,1231.0,1,0,1,0,0,0,21.0,793.37
flat,m3m merlin,sector 67,2.8,13678.02,2047.08,Super Built up area 2047(190.17 sq.m.)Carpet area: 1880 sq.ft. (174.66 sq.m.),3,3,3,5.0,north-east,relatively old,2047.0,,1880.0,1,0,0,0,0,2,16.0,682.36
flat,smart world gems,sector 89,1.13,8500.01,1329.41,Carpet area: 1326 (123.19 sq.m.),3,3,2,4.0,,under construction,,,1326.0,0,1,0,0,0,1,81.0,443.1366666666667
house,sushant lok 1 builder floors,sector 43,1.65,3395.12,4859.91,Plot area 60(50.17 sq.m.)Built Up area: 540 sq.yards (451.51 sq.m.)Carpet area: 500 sq.yards (418.06 sq.m.),4,4,3+,4.0,West,relatively old,,540.0,500.0,0,0,0,0,1,2,35.0,1214.9775
flat,emaar gurgaon greens,sector 102,1.4,13690.06,1022.64,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,7.0,east,relatively new,1650.0,,1022.57,1,0,0,0,0,1,53.0,340.88
flat,ashiana anmol,sector 33,1.1,8626.98,1275.07,Built Up area: 1275 (118.45 sq.m.)Carpet area: 795 sq.ft. (73.86 sq.m.),2,2,2,4.0,north-east,undefined,,1275.0,795.0,0,0,0,0,0,1,,637.535
flat,emaar mgf emerald estate,sector 65,1.3,20601.89,631.01,Super Built up area 1020(94.76 sq.m.)Carpet area: 631 sq.ft. (58.62 sq.m.),2,2,2,7.0,west,relatively new,1020.0,,631.0,0,1,0,0,0,1,77.0,315.505
